gid,name,plz,stadt,strasse,hausnr,hnr_zusatz,familienze,staedtisch,gc_xwert,gc_ywert,gid_2,wahlbez_nr,wahlbezirk,landtagswa,flaeche
159,städt. KiTa Windflöte,33659.000000000000000,Bielefeld,Nelkenweg,62.000000000000000,,,x,465392.261029999994207,5755107.071370000019670,20,"33",Windflöte,"93",16092683.867625299841166
88,Montessori Familienzentrum und Kinderhaus Brackwede,33647.000000000000000,Bielefeld,Friedhofstraße,169.000000000000000,,x,,467799.223029999993742,5759339.697359999641776,20,"33",Windflöte,"93",16092683.867625299841166
176,Ev. Lutherkindergarten,33659.000000000000000,Bielefeld,Primelweg,17.000000000000000,,x,,465595.496029999980237,5755238.509370000101626,20,"33",Windflöte,"93",16092683.867625299841166
167,Stepke-KiTa Blütenzauber,33659.000000000000000,Bielefeld,Klashofstraße,6.000000000000000,,,,467072.431029999977909,5757580.540359999053180,20,"33",Windflöte,"93",16092683.867625299841166
210,Familienzentrum Stepke-KiTa Zauberblüte,33659.000000000000000,Bielefeld,Friedhofstraße,3.000000000000000,,x,,,,20,"33",Windflöte,"93",16092683.867625299841166
92,Kath. KiTa St. Bartholomäus,33659.000000000000000,Bielefeld,Vormbrockstraße,3.000000000000000,,,,467007.058030000014696,5756449.634370000101626,20,"33",Windflöte,"93",16092683.867625299841166
24,"Christliche Kindertagesstätte ""Die Kinderburg""",33605.000000000000000,Bielefeld,Scheckenheide,2.000000000000000,b,,,471978.993019999994431,5762018.728360000066459,21,"27",Stieghorst,"93",3691827.022165619768202
79,Familienzentrum Kinderhaus Am Alten Dreisch,33605.000000000000000,Bielefeld,Am Alten Dreisch,16.000000000000000,b,x,,471703.542019999993499,5760043.591359999962151,21,"27",Stieghorst,"93",3691827.022165619768202
93,Kath. KiTa St. Bonifatius,33605.000000000000000,Bielefeld,Danziger Straße,43.000000000000000,,,,471912.501019999966957,5761059.535360000096262,21,"27",Stieghorst,"93",3691827.022165619768202
54,Evangelische Kindertageseinrichtung Gustav-Adolf,33605.000000000000000,Bielefeld,Lipper Hellweg,269.000000000000000,,,,471908.885019999986980,5760346.951360001228750,21,"27",Stieghorst,"93",3691827.022165619768202
154,städt. KiTa Stettiner Straße,33605.000000000000000,Bielefeld,Stettiner Straße,38.000000000000000,,,x,472183.223019999975804,5761167.070360000245273,21,"27",Stieghorst,"93",3691827.022165619768202
111,KiTa Ramba Zamba e.V.,33699.000000000000000,Bielefeld,Bielitzer Straße,41.000000000000000,,,,473295.862020000000484,5761050.053360000252724,21,"27",Stieghorst,"93",3691827.022165619768202
13,AWO Kita Milse,33729.000000000000000,Bielefeld,Robert-Bracksiek-Straße,21.000000000000000,,,,472742.202020000026096,5767564.281349999830127,22,"24",Baumheide,"93",5208099.772557820193470
70,Evangelisches Familienzentrum Baumheide,33609.000000000000000,Bielefeld,Donauschwabenstraße,10.000000000000000,,x,,472517.147019999974873,5766699.716359999962151,22,"24",Baumheide,"93",5208099.772557820193470
82,Kinderhaus Rabenhof,33609.000000000000000,Bielefeld,Rabenhof,57.000000000000000,a,,,472320.202020000026096,5766421.616360001266003,22,"24",Baumheide,"93",5208099.772557820193470
121,städt. KiTa Am Wellbach,33609.000000000000000,Bielefeld,Am Wellbach,55.000000000000000,,,x,471889.919019999972079,5765831.116360000334680,22,"24",Baumheide,"93",5208099.772557820193470
130,städt. KiTa Großer Wiel,33609.000000000000000,Bielefeld,Siebenbürger Straße,46.000000000000000,a,,x,472577.697020000021439,5766485.797360000200570,22,"24",Baumheide,"93",5208099.772557820193470
151,städt. KiTa Seidenstickerstraße,33609.000000000000000,Bielefeld,Seidenstickerstraße,11.000000000000000,a,x,x,471845.297019999998156,5766645.490359999239445,22,"24",Baumheide,"93",5208099.772557820193470
202,DRK KiTa und Familienzentrum Traumheide,33609.000000000000000,Bielefeld,Welfenstraße,26.000000000000000,,x,,,,22,"24",Baumheide,"93",5208099.772557820193470
208,Kita Am Herrengarten,33611.000000000000000,Bielefeld,Westerfeldstraße,26.000000000000000,,,,,,23,"12",Alt Schildesche,"92",2616311.394930549897254
135,städt. KiTa Huchzermeierstraße,33611.000000000000000,Bielefeld,Huchzermeierstraße,16.000000000000000,,,x,469120.200030000007246,5767277.299359999597073,23,"12",Alt Schildesche,"92",2616311.394930549897254
189,Waldorfkindergarten Bielefeld,33611.000000000000000,Bielefeld,An der Propstei,21.000000000000000,,,,469124.931030000036117,5767697.637350000441074,23,"12",Alt Schildesche,"92",2616311.394930549897254
195,KiTa und Familienzentrum Westerfeldstraße,33611.000000000000000,Bielefeld,Westerfeldstraße,12.000000000000000,a,x,,469235.778029999986757,5767565.734349999576807,23,"12",Alt Schildesche,"92",2616311.394930549897254
200,Kita Zum guten Hirten,33613.000000000000000,Bielefeld,Apfelstraße,235.000000000000000,,,,468118.867030000023078,5766289.544360000640154,23,"12",Alt Schildesche,"92",2616311.394930549897254
55,Ev. Familienzentrum Karl-Siebold,33611.000000000000000,Bielefeld,Am Balgenstück,27.000000000000000,d,x,,470067.660030000028200,5766977.929359999485314,23,"12",Alt Schildesche,"92",2616311.394930549897254
63,Ev. Familienzentrum Stifts-Kita,33611.000000000000000,Bielefeld,Stapelbrede,70.000000000000000,,x,,468303.187029999971855,5767260.885359999723732,23,"12",Alt Schildesche,"92",2616311.394930549897254
17,AWO Kita Ubbedissen,33699.000000000000000,Bielefeld,Dingerdisser Straße,132.000000000000000,,,,475558.583020000078250,5760827.043359999544919,24,"29",Hillegossen,"93",17795007.615010101348162
23,"Christliche Kindertagesstätte ""Der Leuchtturm""",33699.000000000000000,Bielefeld,Auf der Sülte,8.000000000000000,,,,473232.758020000008401,5760463.201360000297427,24,"29",Hillegossen,"93",17795007.615010101348162
25,Kindertageseinrichtung Regenbogen,33699.000000000000000,Bielefeld,Wietkamp,7.000000000000000,,,,474603.389020000002347,5759838.449359999969602,24,"29",Hillegossen,"93",17795007.615010101348162
69,Evangelisches Familienzentrum Am Rosenhag,33699.000000000000000,Bielefeld,Am Rosenhag,15.000000000000000,,x,,473336.872020000009798,5759789.881359999999404,24,"29",Hillegossen,"93",17795007.615010101348162
142,städt. KiTa Lämershagen,33699.000000000000000,Bielefeld,Lämershagener Straße,320.000000000000000,,,x,473921.070019999984652,5758110.552360000088811,24,"29",Hillegossen,"93",17795007.615010101348162
214,"Christliche KiTa ""Die Schatztruhe""",33699.000000000000000,Bielefeld,Detmolder Straße,613.000000000000000,a,,,,,24,"29",Hillegossen,"93",17795007.615010101348162
216,Stepke-KiTa Zauberhaft,33699.000000000000000,Bielefeld,Hamelner Str.,12.000000000000000,a,,,,,24,"29",Hillegossen,"93",17795007.615010101348162
68,Evangelisches Familienzentrum Am Petristift,33719.000000000000000,Bielefeld,Theodor-Heuss-Straße,23.000000000000000,,x,,472843.904020000016317,5764129.546360000036657,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
89,Montessori Kinderhaus Heepen,33719.000000000000000,Bielefeld,Theodor-Heuss-Straße,16.000000000000000,,,,472902.789019999967422,5764270.169359999708831,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
120,städt. KiTa Am Vollbruch,33719.000000000000000,Bielefeld,Am Vollbruch,66.000000000000000,,,x,472269.019020000007004,5763029.673360000364482,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
183,"KiTa ""JABinis""",33719.000000000000000,Bielefeld,Potsdamer Straße,160.000000000000000,,,,472517.213020000024699,5762215.737359998747706,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
56,Ev. Familienzentrum Kinderarche,33719.000000000000000,Bielefeld,Siekstraße,14.000000000000000,,x,,472576.416020000004210,5762509.407359999604523,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
38,KiTa Spatzennest,33607.000000000000000,Bielefeld,Kuckucksweg,71.000000000000000,b,,,471387.017029999988154,5763168.616360000334680,25,"26",Heepen-Süd / Oldentrup,"93",5711070.600481789559126
62,Evangelische Kindertageseinrichtung Sonnenstrahl,33615.000000000000000,Bielefeld,Fehrbelliner Straße,7.000000000000000,a,,,466985.523029999982100,5763814.218359999358654,26,"8",Siegfriedplatz,"92",1637017.320495990104973
100,Kinderladen Wittekindstraße,33615.000000000000000,Bielefeld,Wittekindstraße,16.000000000000000,,,,467192.308030000014696,5764472.191360000520945,26,"8",Siegfriedplatz,"92",1637017.320495990104973
75,Ev. KiTa Lydia-Kinderhaus,33615.000000000000000,Bielefeld,Schloßhofstraße,4.000000000000000,a,,,467493.486029999970924,5764467.121360000222921,26,"8",Siegfriedplatz,"92",1637017.320495990104973
114,Falkenkita,33615.000000000000000,Bielefeld,Gustav-Adolf-Straße,17.000000000000000,,,,467500.361029999970924,5764535.506359999999404,26,"8",Siegfriedplatz,"92",1637017.320495990104973
177,Kinderladen Laerstraße,33615.000000000000000,Bielefeld,Laerstraße,9.000000000000000,,,,467434.264029999962077,5763807.360360001213849,26,"8",Siegfriedplatz,"92",1637017.320495990104973
180,"KiTa ""EffHa""",33615.000000000000000,Bielefeld,Wertherstraße,116.000000000000000,,,,466420.283029999991413,5764280.750359999947250,26,"8",Siegfriedplatz,"92",1637017.320495990104973
94,Kath. KiTa St. Franziskus,33615.000000000000000,Bielefeld,Stapenhorststraße,33.000000000000000,,,,467289.597030000062659,5763851.599360000342131,26,"8",Siegfriedplatz,"92",1637017.320495990104973
197,KiTa Kindermühle,33615.000000000000000,Bielefeld,Wertherstraße,84.000000000000000,,,,466657.020030000014231,5763948.847360000014305,26,"8",Siegfriedplatz,"92",1637017.320495990104973
43,Evangelische Kindertageseinrichtung Hattenhorstfeld,33739.000000000000000,Bielefeld,Oerkenkrug,8.000000000000000,,,,468041.542030000011437,5771253.632349999621511,27,"20",Jöllenbeck,"94",13721650.265168100595474
46,Evangelisches Familienzentrum Matthias-Claudius,33739.000000000000000,Bielefeld,Böckmannsfeld,53.000000000000000,,x,,465922.723029999993742,5772041.928349999710917,27,"20",Jöllenbeck,"94",13721650.265168100595474
44,Ev. KiTa Volkening,33739.000000000000000,Bielefeld,Auf dem Schilde,8.000000000000000,,,,467098.143029999977443,5771524.122349999845028,27,"20",Jöllenbeck,"94",13721650.265168100595474
81,KiTa Sternsegler,33739.000000000000000,Bielefeld,Amtsstraße,17.000000000000000,,,,466853.150030000018887,5771749.266350000165403,27,"20",Jöllenbeck,"94",13721650.265168100595474
137,städt. KiTa Jöllenbeck,33739.000000000000000,Bielefeld,Sogemeierstraße,21.000000000000000,,,x,467043.219030000036582,5771604.756350000388920,27,"20",Jöllenbeck,"94",13721650.265168100595474
147,städt. KiTa Oberlohmannshof,33739.000000000000000,Bielefeld,Steinbockstraße,22.000000000000000,,x,x,467832.102030000009108,5772224.366349999792874,27,"20",Jöllenbeck,"94",13721650.265168100595474
86,Familienzentrum Kinderhaus Weltenbummler,33739.000000000000000,Bielefeld,Eickumer Straße,89.000000000000000,,x,,468151.121029999980237,5772107.824350001290441,27,"20",Jöllenbeck,"94",13721650.265168100595474
16,AWO KiTa Theesen,33739.000000000000000,Bielefeld,Gaudigstraße,5.000000000000000,,,,467196.390030000009574,5768616.965350000187755,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
18,AWO KiTa Vilsendorf,33739.000000000000000,Bielefeld,Blackenfeld,7.000000000000000,,,,469525.007029999978840,5769167.916349999606609,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
45,Evangelisches Familienzentrum Horstheide,33739.000000000000000,Bielefeld,Schnatsweg,26.000000000000000,,x,,466598.525030000018887,5770255.940349999815226,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
73,Ev. Familienzentrum Hand in Hand,33739.000000000000000,Bielefeld,Epiphanienweg,49.000000000000000,,x,,469163.153030000044964,5769240.515350000001490,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
104,Kinderhaus am Mondsteinweg,33739.000000000000000,Bielefeld,Zirkonstraße,60.000000000000000,,,,467070.391029999998864,5769446.419350000098348,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
204,Kita Neuland Falken,33729.000000000000000,Bielefeld,Bohlestraße,13.000000000000000,,x,,,,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
215,Kita Dorffalken,33739.000000000000000,Bielefeld,Gerda-Grube-Straße,2.000000000000000,,,,,,28,"21",Theesen / Vilsendorf,"94",16055086.375490399077535
39,Kindergruppe Apfelstraße,33611.000000000000000,Bielefeld,Apfelstraße,129.000000000000000,,,,468176.144030000024941,5766396.259359999559820,29,"11",Sudbrack,"92",2439486.980337840039283
76,JW-Familienzentrum Johannesstift KiTa Haus Sonnenblume,33611.000000000000000,Bielefeld,Schildescher Straße,101.000000000000000,,x,,468660.168030000000726,5765692.243359999731183,29,"11",Sudbrack,"92",2439486.980337840039283
77,JW-Familienzentrum Johannesstift KiTa Pappelhof,33611.000000000000000,Bielefeld,Schildescher Straße,101.000000000000000,,x,,468660.168030000000726,5765692.243359999731183,29,"11",Sudbrack,"92",2439486.980337840039283
57,Ev. KiTa Lydia,33613.000000000000000,Bielefeld,Gunststraße,20.000000000000000,a,,,467449.073030000028666,5766128.887360000051558,29,"11",Sudbrack,"92",2439486.980337840039283
118,Bewegungskita Purzelbaum,33609.000000000000000,Bielefeld,Schillerstraße,29.000000000000000,,,,469016.295029999979306,5765915.398359999991953,29,"11",Sudbrack,"92",2439486.980337840039283
149,städt. KiTa Plaßstraße,33611.000000000000000,Bielefeld,Plaßstraße,72.000000000000000,b,x,x,469703.891029999998864,5766319.367359999567270,29,"11",Sudbrack,"92",2439486.980337840039283
64,Ev. Familienzentrum Thomas,33611.000000000000000,Bielefeld,Sievekingstraße,2.000000000000000,,x,,468261.312029999971855,5766183.528360000811517,29,"11",Sudbrack,"92",2439486.980337840039283
8,AWO KiTa im Kinder- und Jugendhaus Brake,33729.000000000000000,Bielefeld,Glückstädter Straße,25.000000000000000,,,,472313.063020000001416,5769363.603350000455976,30,"22",Brake,"93",6837967.369275440461934
206,KiTa Pirateninsel e.V. Braker Straße,33729.000000000000000,Bielefeld,Braker Straße,90.000000000000000,,,,,,30,"22",Brake,"93",6837967.369275440461934
7,AWO Kita und Familienzentrum Hackemackweg,33729.000000000000000,Bielefeld,Hackemackweg,1.000000000000000,,x,,472730.207019999972545,5769130.280349999666214,30,"22",Brake,"93",6837967.369275440461934
107,Kita Schaukelpferd e.V.,33729.000000000000000,Bielefeld,Engersche Straße,403.000000000000000,,,,471314.429029999941122,5769485.472350000403821,30,"22",Brake,"93",6837967.369275440461934
124,städt. KiTa Brake,33729.000000000000000,Bielefeld,Rottsiek,79.000000000000000,,,x,472429.093019999971148,5769695.280349999666214,30,"22",Brake,"93",6837967.369275440461934
125,städt. KiTa Braker Straße,33729.000000000000000,Bielefeld,Braker Straße,109.000000000000000,,,x,472280.851020000001881,5769003.618350000120699,30,"22",Brake,"93",6837967.369275440461934
134,städt. KiTa Holtkamp,33649.000000000000000,Bielefeld,Brockhagener Straße,296.000000000000000,,,x,459422.174040000012610,5756829.014369999989867,31,"16",Ummeln,"93",21517190.480488400906324
148,städt. KiTa Oberummeln,33649.000000000000000,Bielefeld,Zirbelstraße,1.000000000000000,,,x,462635.531030000071041,5757578.569360000081360,31,"16",Ummeln,"93",21517190.480488400906324
112,Der Ravensberger Regenbogen e.V.,33649.000000000000000,Bielefeld,Erpestraße,11.000000000000000,,,,461614.239029999997001,5757697.937360000796616,31,"16",Ummeln,"93",21517190.480488400906324
157,städt. KiTa Südwestfeld,33647.000000000000000,Bielefeld,Im Horst,15.000000000000000,,,x,464938.947029999981169,5757506.896359999664128,31,"16",Ummeln,"93",21517190.480488400906324
181,"KiTa ""GOLDBECKchen""",33649.000000000000000,Bielefeld,Bokelstraße,25.000000000000000,,,,462576.561029999924358,5756730.808369998820126,31,"16",Ummeln,"93",21517190.480488400906324
168,Ev. Ichthys KiTa und Familienzentrum,33649.000000000000000,Bielefeld,Queller Straße,192.000000000000000,a,x,,463186.520030000014231,5758096.354359999299049,31,"16",Ummeln,"93",21517190.480488400906324
1,Familienzentrum Lange Wiese,33613.000000000000000,Bielefeld,Lange Wiese,6.000000000000000,,x,,467137.957029999990482,5766422.779360000044107,32,"10",Gellershagen,"92",2624386.482300829607993
99,Kath. Familienzentrum KiTa Christkönig,33613.000000000000000,Bielefeld,Weihestraße,5.000000000000000,,x,,467071.801029999973252,5766138.675359999760985,32,"10",Gellershagen,"92",2624386.482300829607993
129,städt. KiTa Gellershagen,33613.000000000000000,Bielefeld,Mergenthalerweg,11.000000000000000,,x,x,467705.824030000017956,5767089.964359999634326,32,"10",Gellershagen,"92",2624386.482300829607993
140,städt. KiTa Kipps Hof,33613.000000000000000,Bielefeld,Kleekampweg,38.000000000000000,,,x,466407.256029999989551,5766301.196360000409186,32,"10",Gellershagen,"92",2624386.482300829607993
