X,Y,gid,name,plz,stadt,strasse,hausnr,hnr_zusatz,familienze,staedtisch,gc_xwert,gc_ywert,gid_2,statistische_raumeinheit_name,statist_raumeinheit_id,maennlich,weiblich,null_bis_unter_18,proz_0_bis_unter_18,gleich_18_bis_unter_65,proz_18_bis_unter_65,gleich_65_u_aelter,proz_65_u_aelter,durchschnittsalter,einw_ges,deutsch_ohne_migrationshintergrund,deutsch_mit_migrationshintergrund,auslaendisch,proz_hhmitkindern_an_allenhh,abs_bev_entwicklung_5jahre,proz_bev_entwicklung_5jahre
467743.08603,5764888.85936,139,städt. KiTa Kamphof,33613.000000000000000,Bielefeld,Am Kamphof,11.000000000000000,,,x,467743.086030000005849,5764888.859360000118613,18,Stat. Raumeinheit 018,18,1057,1117,228,"10,5",1708,"78,6",238,"10,9","37,9",2174,1205,426,543,"10,2",16,"0,7"
468469.873024848,5765301.97719029,211,Kita Werksgarten,33611.000000000000000,Bielefeld,Brüggemannstraße,9.000000000000000,,,,,,20,Stat. Raumeinheit 020,20,730,716,94,"6,5",1218,"84,2",134,"9,3","35,8",1446,651,270,525,"6,6",148,"11,4"
469018.86103,5764991.05136,117,Kindertagesstätte Villa Wundervoll,33609.000000000000000,Bielefeld,Herforder Straße,153.000000000000000,,,,469018.861029999970924,5764991.051359999924898,21,Stat. Raumeinheit 021,21,1237,1282,431,"17,1",1793,"71,2",295,"11,7","37,2",2519,1095,622,802,"17,8",-180,"-6,7"
468763.10503,5764011.84836,6,AWO KiTa Die Rasselbande,33602.000000000000000,Bielefeld,Dr. Viktoria-Steinbiß-Straße,13.000000000000000,,x,,468763.105029999976978,5764011.848360000178218,21,Stat. Raumeinheit 021,21,1237,1282,431,"17,1",1793,"71,2",295,"11,7","37,2",2519,1095,622,802,"17,8",-180,"-6,7"
469288.75203,5763356.16736,47,Ev. KiTa Paulus,33607.000000000000000,Bielefeld,Weißenburger Straße,12.000000000000000,,,,469288.752029999974184,5763356.167360000312328,22,Stat. Raumeinheit 022,22,1831,1805,621,"17,1",2515,"69,2",500,"13,8","39,1",3636,1702,746,1188,"15,6",-102,"-2,7"
469477.80803,5763722.49136,179,Familienzentrum NRW KiTa Flachsfarm,33607.000000000000000,Bielefeld,Flachsstraße,7.000000000000000,,x,,469477.808030000014696,5763722.491359999403358,22,Stat. Raumeinheit 022,22,1831,1805,621,"17,1",2515,"69,2",500,"13,8","39,1",3636,1702,746,1188,"15,6",-102,"-2,7"
469237.78203,5763181.59836,84,"KiTa ""Die Wilde 13""",33607.000000000000000,Bielefeld,Ravensberger Straße,130.000000000000000,,,,469237.782030000002123,5763181.598360000178218,23,Stat. Raumeinheit 023,23,1057,1225,276,"12,1",1645,"72,1",361,"15,8","42,2",2282,1426,448,408,"12,6",-18,"-0,8"
468673.77203,5763015.90736,185,"KiTa ""Kidstown""",33604.000000000000000,Bielefeld,Spindelstraße,5.000000000000000,,,,468673.772029999992810,5763015.907359999604523,23,Stat. Raumeinheit 023,23,1057,1225,276,"12,1",1645,"72,1",361,"15,8","42,2",2282,1426,448,408,"12,6",-18,"-0,8"
470033.19503,5763176.30736,28,Die Krümelmonster e.V.,33607.000000000000000,Bielefeld,Angelstraße,6.000000000000000,,,,470033.195030000002589,5763176.307359999977052,24,Stat. Raumeinheit 024,24,1328,1443,396,"14,3",1787,"64,5",588,"21,2","44,9",2771,1621,654,496,"15,2",-107,"-3,7"
469660.30303,5763278.39536,186,"KiTa ""Mühlenpark""",33607.000000000000000,Bielefeld,Kleine Howe,2.000000000000000,d,,,469660.303030000010040,5763278.395360000431538,24,Stat. Raumeinheit 024,24,1328,1443,396,"14,3",1787,"64,5",588,"21,2","44,9",2771,1621,654,496,"15,2",-107,"-3,7"
469221.77703,5762653.65236,136,städt. KiTa Jakobus,33604.000000000000000,Bielefeld,Jakobusstraße,5.000000000000000,a,x,x,469221.777029999997467,5762653.652359999716282,26,Stat. Raumeinheit 026,26,1335,1467,383,"13,7",1873,"66,8",546,"19,5","43,6",2802,1606,678,518,"15,4",-64,"-2,2"
468807.43703,5762601.94736,184,"KiTa ""Kidstown 2""",33604.000000000000000,Bielefeld,Eduard-Windthorst-Straße,7.000000000000000,,,,468807.437029999971855,5762601.947359999641776,26,Stat. Raumeinheit 026,26,1335,1467,383,"13,7",1873,"66,8",546,"19,5","43,6",2802,1606,678,518,"15,4",-64,"-2,2"
469659.06803,5762480.92736,187,KiTa und Familienzentrum Sieker Mäuse,33604.000000000000000,Bielefeld,Manchesterstraße,4.000000000000000,,x,,469659.068030000024009,5762480.927360000088811,26,Stat. Raumeinheit 026,26,1335,1467,383,"13,7",1873,"66,8",546,"19,5","43,6",2802,1606,678,518,"15,4",-64,"-2,2"
469304.90203,5762616.07636,91,Kath. KiTa Liebfrauen,33604.000000000000000,Bielefeld,Theodor-Hürth-Straße,2.000000000000000,,,,469304.902029999997467,5762616.076360000297427,26,Stat. Raumeinheit 026,26,1335,1467,383,"13,7",1873,"66,8",546,"19,5","43,6",2802,1606,678,518,"15,4",-64,"-2,2"
468716.88003,5762111.97936,61,Evangelische Kindertageseinrichtung Paul-Gerhardt,33604.000000000000000,Bielefeld,Diesterwegstraße,7.000000000000000,,,,468716.880030000000261,5762111.979360000230372,27,Stat. Raumeinheit 027,27,1120,1337,343,"14",1625,"66,1",489,"19,9","43,3",2457,1857,289,311,"15,7",39,"1,6"
468848.18203,5762454.46836,85,KiTa Kinderinsel,33604.000000000000000,Bielefeld,Ehlentruper Weg,58.000000000000000,,,,468848.182030000025406,5762454.468360000289977,27,Stat. Raumeinheit 027,27,1120,1337,343,"14",1625,"66,1",489,"19,9","43,3",2457,1857,289,311,"15,7",39,"1,6"
469444.80603,5762230.79136,158,städt. KiTa Wilbrandstraße,33604.000000000000000,Bielefeld,Wilbrandstraße,93.000000000000000,,,x,469444.806029999977909,5762230.791360000148416,28,Stat. Raumeinheit 028,28,1588,1812,585,"17,2",2239,"65,9",576,"16,9","40,8",3400,1842,812,746,"19,9",97,"2,9"
469183.197931554,5761869.78137555,12,AWO KiTa und Familienzentrum Lohmann-Carree,33604.000000000000000,Bielefeld,Königsbrügge,2.000000000000000,,x,,469175.115029999986291,5761828.952360000461340,28,Stat. Raumeinheit 028,28,1588,1812,585,"17,2",2239,"65,9",576,"16,9","40,8",3400,1842,812,746,"19,9",97,"2,9"
470928.681143783,5763277.34884499,207,KiTa Pirateninsel e.V. Brückenstraße,33607.000000000000000,Bielefeld,Brückenstraße,72.000000000000000,b,,,,,31,Stat. Raumeinheit 031,31,969,1032,353,"17,6",1250,"62,5",398,"19,9","41,7",2001,1103,370,528,"18,2",102,"5,4"
470464.545141869,5763625.9645594,209,Kita Falkenbande,33607.000000000000000,Bielefeld,Lerchenstraße,20.000000000000000,,,,,,31,Stat. Raumeinheit 031,31,969,1032,353,"17,6",1250,"62,5",398,"19,9","41,7",2001,1103,370,528,"18,2",102,"5,4"
471460.92302,5763316.52336,27,KiTa Die Kobolde,33607.000000000000000,Bielefeld,Kuckucksweg,47.000000000000000,,,,471460.923019999987446,5763316.523359999991953,32,Stat. Raumeinheit 032,32,1340,1356,546,"20,3",1660,"61,6",490,"18,2","41,7",2696,1303,764,629,"21,7",-48,"-1,7"
471215.18803,5763705.72336,41,Ev. Familienzentrum Apostel,33607.000000000000000,Bielefeld,Rotkehlchenweg,2.000000000000000,a,x,,471215.188030000019353,5763705.723360000178218,32,Stat. Raumeinheit 032,32,1340,1356,546,"20,3",1660,"61,6",490,"18,2","41,7",2696,1303,764,629,"21,7",-48,"-1,7"
470113.02003,5764410.98436,67,"Evangelisches Familienzentrum ""Haus Pusteblume""",33609.000000000000000,Bielefeld,Feldstraße,7.000000000000000,,x,,470113.020030000014231,5764410.984360000118613,33,Stat. Raumeinheit 033,33,1161,1186,377,"16,1",1546,"65,9",424,"18,1","41,7",2347,1134,530,683,"17",86,"3,8"
470219.29203,5763934.85036,146,städt. KiTa Oberer Esch,33607.000000000000000,Bielefeld,Auf dem Oberen Esch,4.000000000000000,,x,x,470219.292030000011437,5763934.850359998643398,34,Stat. Raumeinheit 034,34,1305,1243,438,"17,2",1702,"66,8",408,"16","39,8",2548,840,607,1101,"17",42,"1,7"
